Age,????????,?????? ????????????,????????????? ????? ? jira,Department,DistanceFromHome,Education,EducationField,???????????,????? ??????????,????????????????? ?????????,Gender,HourlyRate,??????? ?????????????,??????? ??????????,JobRole,JobSatisfaction,???????? ?????????,??????? ????? ?? ????,?????? 18,?????? ??????,????  ???????? ?? ???????? ??? %,??????? ????????????,??????? ??????????,????????? ????? ? ??????,????? ???? ??????,?????????? ?????????? ????????? ? ????????,?????? ??????? ????? ? ??????,?????? ? ???
46,No,??,1277,?????????????,2,3,????????,1,1732,3,???????,74,3,3,???????? ?????????????,4,????????,10368,Y,Yes,12,3,2,40,13,5,2,10
36,Yes,??,1456,?????????????,13,5,???????,1,1733,2,???????,96,2,2,???????? ?????????????,1,????????,6134,Y,Yes,13,3,2,40,16,3,3,2
39,No,???,792,??????????,1,3,????????,1,1737,4,???????,77,3,2,Backend ???????????,4,???????/?????,6472,Y,Yes,15,3,4,40,9,2,3,9
29,No,???,461,??????????,1,3,????????,1,1753,4,???????,70,4,2,??????,3,??????,6294,Y,Yes,12,3,4,40,10,5,4,3
34,No,??,181,??????????,2,4,??????????,1,1755,4,???????,97,4,1,Frontend ???????????,4,???????/?????,2932,Y,Yes,14,3,1,40,6,3,3,5
33,Yes,??,211,?????????????,16,3,????????,1,1758,1,???????,74,3,3,???????? ?????????????,1,??????,8564,Y,Yes,20,4,3,40,11,2,2,0
38,No,??,833,??????????,18,3,??????????,1,1766,2,???????,60,1,2,??????,4,???????/?????,5811,Y,Yes,16,3,3,40,15,2,3,1
43,Yes,???,407,??????????,17,3,??????? ?.?.?,1,1767,3,???????,38,2,1,Frontend ???????????,3,???????/?????,2437,Y,Yes,16,3,4,40,6,4,3,1
34,No,???,1375,?????????????,10,3,????????,1,1774,4,???????,87,3,2,???????? ?????????????,3,????????,4001,Y,Yes,14,3,3,40,15,3,3,15
53,No,???,661,??????????,1,4,??????????,1,1775,1,???????,60,2,4,Team Leader,3,???????/?????,12965,Y,Yes,20,4,4,40,27,2,2,3
22,Yes,??,1294,??????????,8,1,??????????,1,1783,3,???????,79,3,1,Backend ???????????,1,???????/?????,2398,Y,Yes,17,3,3,40,1,6,3,1
46,No,??,734,??????????,2,4,??????????,1,1789,3,???????,46,3,5,???????????? ??????,4,????????,19328,Y,Yes,17,3,3,40,24,3,3,2
36,No,??,1383,??????????,10,3,????????,1,1790,4,???????,90,3,3,??????,1,???????/?????,8321,Y,Yes,13,3,4,40,15,1,3,12
44,Yes,???,429,??????????,1,2,??????????,1,1792,3,???????,99,3,1,Frontend ???????????,2,????????,2342,Y,Yes,12,3,3,40,6,2,2,5
35,Yes,??,303,?????????????,27,3,????????,1,1797,3,???????,84,3,2,???????? ?????????????,4,??????,5813,Y,Yes,18,3,4,40,10,2,3,10
41,No,??,796,?????????????,4,1,???????,1,1815,3,???????,81,3,3,???????? ?????????????,3,????????,10447,Y,Yes,13,3,4,40,23,3,4,22
26,Yes,??,920,????????????,20,2,??????????,1,1818,4,???????,69,3,1,??????/????????? ???????,2,???????/?????,2148,Y,Yes,11,3,3,40,6,3,3,5
47,No,??,1001,??????????,4,3,????????,1,1827,3,???????,92,2,3,Team Leader,2,????????,10333,Y,Yes,12,3,3,40,28,4,3,22
38,No,??,723,?????????????,2,4,???????,1,1835,2,???????,77,1,2,????????????? Representative,4,???????/?????,5405,Y,Yes,20,4,1,40,20,4,2,4
58,No,???,1216,??????????,15,4,????????,1,1837,1,???????,87,3,4,???????????? ??????,3,???????/?????,15787,Y,Yes,14,3,2,40,23,3,3,2
29,Yes,??,350,????????????,13,3,????????????,1,1844,1,???????,56,2,1,??????/????????? ???????,1,????????,2335,Y,Yes,15,3,4,40,4,3,3,2
36,No,??,430,??????????,2,4,???????????? ??????/???,1,1847,4,???????,73,3,2,Frontend ???????????,2,???????/?????,6962,Y,Yes,22,4,4,40,15,2,3,1
27,No,???,1297,??????????,5,2,????????,1,1850,4,???????,53,3,1,Backend ???????????,4,??????,2379,Y,Yes,14,3,3,40,6,3,2,5
32,Yes,??,414,?????????????,2,4,???????,1,1862,3,???????,82,2,2,???????? ?????????????,2,??????,9907,Y,Yes,12,3,3,40,7,3,2,2
29,Yes,???,459,??????????,24,2,????????,1,1868,4,???????,73,2,1,Frontend ???????????,4,??????,2439,Y,Yes,24,4,2,40,1,3,2,1
22,Yes,??,391,??????????,7,1,????????,1,1878,4,???????,75,3,1,Frontend ???????????,2,??????,2472,Y,Yes,23,4,1,40,1,2,3,1
36,No,??,1266,?????????????,10,4,??????? ?.?.?,1,1840,2,???????,63,2,2,???????? ?????????????,3,???????/?????,5673,Y,Yes,13,3,1,40,10,4,3,10
34,No,??,1440,?????????????,4,3,????????,1,1882,3,???????,64,3,3,???????? ?????????????,4,???????/?????,9713,Y,Yes,13,3,4,40,9,3,3,5
37,No,??,783,??????????,7,4,??????????,1,1885,4,???????,78,3,2,Frontend ???????????,1,???????/?????,4284,Y,Yes,22,4,3,40,16,2,3,5
35,No,??,219,??????????,16,2,???????????? ??????/???,1,1886,4,???????,44,2,2,Team Leader,2,???????/?????,4788,Y,Yes,11,3,4,40,4,2,3,3
26,No,??,482,??????????,1,2,????????,1,1893,2,???????,90,2,1,Frontend ???????????,3,???????/?????,2933,Y,Yes,13,3,3,40,1,3,2,1
34,Yes,???,967,??????????,16,4,??????? ?.?.?,1,1905,4,???????,85,1,1,Frontend ???????????,1,???????/?????,2307,Y,Yes,23,4,2,40,5,2,3,5
31,No,??,1079,?????????????,10,2,??????????,1,1912,3,???????,86,3,2,???????? ?????????????,4,????????,6583,Y,Yes,11,3,4,40,8,2,3,5
34,No,??,735,?????????????,3,1,??????????,1,1915,4,???????,75,2,2,???????? ?????????????,4,???????/?????,8103,Y,Yes,12,3,3,40,9,3,2,4
28,No,???,783,?????????????,1,2,????????,1,1927,3,???????,42,2,2,???????? ?????????????,4,???????/?????,6834,Y,Yes,12,3,3,40,7,2,3,7
34,No,???,735,??????????,22,4,???????????? ??????/???,1,1932,3,???????,86,2,2,Frontend ???????????,4,???????/?????,5747,Y,Yes,15,3,2,40,16,3,3,15
28,Yes,??,1475,?????????????,13,2,???????,1,1933,4,???????,84,3,2,???????? ?????????????,3,??????,9854,Y,Yes,11,3,4,40,6,0,3,2
38,No,???,1394,??????????,8,3,??????????,1,1937,4,???????,58,2,2,Frontend ???????????,2,????????,2133,Y,Yes,16,3,3,40,20,3,3,20
58,No,??,605,?????????????,21,3,????????,1,1938,4,???????,72,3,4,???????? ???????,4,???????/?????,17875,Y,Yes,13,3,3,40,29,2,2,1
32,Yes,???,238,??????????,5,2,????????,1,1939,1,???????,47,4,1,Frontend ???????????,3,??????,2432,Y,Yes,14,3,1,40,8,2,3,4
42,No,??,419,?????????????,12,4,???????,1,1943,2,???????,77,3,2,???????? ?????????????,4,????????,5087,Y,Yes,12,3,3,40,14,4,3,0
31,No,???,976,??????????,3,2,??????????,1,1948,3,???????,48,3,1,Frontend ???????????,1,????????,3065,Y,Yes,13,3,4,40,4,3,4,4
35,No,??,1224,?????????????,7,4,????????,1,1962,3,???????,55,3,2,???????? ?????????????,4,???????/?????,5204,Y,Yes,11,3,4,40,10,2,3,10
31,Yes,???,754,?????????????,26,4,???????,1,1967,1,???????,63,3,2,???????? ?????????????,4,???????/?????,5617,Y,Yes,11,3,3,40,10,4,3,10
53,Yes,??,1168,?????????????,24,4,????????,1,1968,1,???????,66,3,3,???????? ?????????????,1,??????,10448,Y,Yes,13,3,2,40,15,2,2,2
38,No,???,1444,????????????,1,4,???????????? ??????/???,1,1972,4,???????,88,3,1,??????/????????? ???????,2,???????/?????,2991,Y,Yes,11,3,2,40,7,2,3,6
55,No,??,189,????????????,26,4,????????????,1,1973,3,???????,71,4,5,??????/????????? ???????,2,???????/?????,19636,Y,Yes,18,3,1,40,35,0,3,10
31,No,??,1276,??????????,2,1,??????????,1,1974,4,???????,59,1,1,Backend ???????????,4,????????,1129,Y,Yes,11,3,3,40,1,4,3,1
54,No,??,157,??????????,10,3,??????????,1,1940,3,???????,77,3,2,Team Leader,1,??????,4440,Y,Yes,19,3,4,40,9,3,3,5
25,No,??,977,??????????,2,1,???????????? ??????/???,1,1992,4,???????,57,3,1,Backend ???????????,3,????????,3977,Y,Yes,19,3,3,40,7,2,2,2
42,No,??,557,??????????,18,4,????????,1,1998,4,???????,35,3,2,Frontend ???????????,1,????????,5410,Y,Yes,17,3,3,40,9,3,2,4
35,No,??,1490,??????????,11,4,??????????,1,2003,4,???????,43,3,1,Backend ???????????,3,???????/?????,2660,Y,Yes,11,3,3,40,5,3,3,2
33,No,??,501,??????????,15,2,??????????,1,2009,2,???????,95,3,2,??????,4,???????/?????,4878,Y,Yes,13,3,1,40,10,6,3,9
37,No,??,161,??????????,10,3,????????,1,2017,3,???????,42,4,3,???????????? ??????,4,???????/?????,13744,Y,Yes,25,4,1,40,16,2,3,16
25,No,??,1382,?????????????,8,2,???????????? ??????/???,1,2018,1,???????,85,3,2,???????? ?????????????,3,????????,4907,Y,Yes,22,4,2,40,6,3,2,5
44,No,??,1037,??????????,1,3,??????????,1,2020,2,???????,42,3,1,Frontend ???????????,4,??????,2436,Y,Yes,12,3,3,40,6,2,3,4
21,No,??,501,?????????????,5,1,??????????,1,2021,3,???????,58,3,1,????????????? Representative,1,??????,2340,Y,Yes,11,3,4,40,2,6,3,2
29,Yes,??,1092,??????????,1,4,??????????,1,2027,1,???????,36,3,1,Frontend ???????????,4,???????/?????,4787,Y,Yes,14,3,2,40,4,3,4,2
35,No,??,1146,????????????,26,4,????????,1,2040,3,???????,31,3,3,??????/????????? ???????,4,??????,8837,Y,Yes,16,3,3,40,9,2,3,9
35,No,???,1199,??????????,18,4,????????,1,2049,3,???????,40,3,2,??????,3,???????/?????,5689,Y,Yes,14,3,4,40,10,2,4,10
29,No,??,1378,??????????,13,2,???????????? ??????/???,1,2053,4,???????,46,2,2,Backend ???????????,2,???????/?????,4025,Y,Yes,13,3,1,40,10,2,3,4
50,Yes,??,410,?????????????,28,3,???????,1,2055,4,???????,39,2,3,???????? ?????????????,1,????????,10854,Y,Yes,13,3,2,40,20,3,3,3
27,No,??,155,??????????,4,3,????????,1,2064,2,???????,87,4,2,Team Leader,2,???????/?????,6142,Y,Yes,20,4,2,40,6,0,3,6

